numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00015553,08-17-428-7591-000,ADELINA CORREA-ROPERO,4277132 CBBA,Residencial,R4,4C:97:AE:6E:BB:0B,02/03/22,ACTIVO,"1/2""",Solo Agua
CT-00015557,15-09-866-1900-000,INÃ©S GIBERT AGUILERA,5354103 CBBA,Residencial,R1,36:32:A8:AB:4A:C0,11/05/24,CORTADO,"3/4""",Agua + Alcantarillado
CT-00015571,08-14-889-4945-000,ARIEL DE FERRÃ¡NDIZ,3235390 CBBA,Residencial,R1,6D:02:6A:11:59:F7,03/06/23,SUSPENDIDO,"1/2""",Agua Potable
CT-00015583,02-12-615-0860-000,CHUS CORTES PORTILLO,5462423 CBBA,Residencial,R1,3C:7A:C2:69:EC:AA,04/04/26,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00015586,13-17-940-2270-000,JOSE FRANCISCO PEDRO MARISCAL,5152724 CBBA,Residencial,R3,7F:B5:09:86:9F:16,05/15/17,ACTIVO,"1/2""",Agua Potable
CT-00015592,02-19-419-9521-000,SELENA ECHEVERRÃ­A,8717380 CBBA,Residencial,R2,3B:60:9F:7E:BB:2C,11/07/17,ACTIVO,"2""",Agua + Alcantarillado
CT-00015599,02-02-150-7070-000,FERNANDO SANTANA,3709908 CBBA,Preferencial,P,B3:ED:7E:4F:83:47,01/27/21,ACTIVO,"1/2""",Agua Potable
CT-00015603,15-14-145-4798-000,JOAQUÃ­N GOMIS DONAIRE,8068364 CBBA,Residencial,R4,FC:4A:56:AE:33:91,07/31/19,ACTIVO,"1/2""",Agua Potable
CT-00015606,11-17-893-6229-000,ANUNCIACIÃ³N MELÃ©NDEZ SANZ,4273607 CBBA,Comercial Especial,CE,9C:7D:BE:12:64:7E,06/05/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00015607,14-08-654-3792-000,EMPERATRIZ SANTANA FLOR,6148502 CBBA,Residencial,R2,32:61:96:FB:5D:EF,04/25/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00015633,15-05-847-0788-000,JOSÃ© ÃNGEL DEL JULIÃ¡,8248046 CBBA,Residencial,R4,E7:A9:94:0E:93:C2,10/21/20,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00015647,08-05-148-6128-000,CRISTIAN GILABERT FALCÃ³N,9372782 CBBA,Preferencial,P,E9:80:A7:2D:0F:73,10/06/21,ACTIVO,"1 1/2""",Agua Potable
CT-00015656,03-16-145-9934-000,APOLINAR BAS VERA,2115403 CBBA,Residencial,R1,FE:26:F2:51:C8:17,06/09/21,ACTIVO,"1/2""",Agua Potable
CT-00015659,06-05-063-1585-000,DALILA CAL CALATAYUD,1536375 CBBA,Residencial,R2,5C:4B:1A:4C:7B:10,03/13/18,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00015701,15-04-623-7701-000,JUAN PABLO BELTRAN ESPAÃ±A,6546462 CBBA,Residencial,R1,CD:A1:E4:C1:2A:08,01/15/15,ACTIVO,"1/2""",Agua Potable
CT-00015706,07-17-559-8183-000,EMPERATRIZ BARRAL TOLEDO,1429117 CBBA,Preferencial,P,73:15:13:EE:22:29,10/19/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00015751,09-10-878-1212-000,MARC BARRANCO CASTILLA,1300011 CBBA,Residencial,R4,2F:9A:9E:0C:57:63,03/02/20,CORTADO,"1/2""",Solo Agua
CT-00015766,15-19-336-5013-000,FELICIANA INFANTE CUADRADO,9876839 CBBA,Residencial,R3,1E:A2:FD:AB:A9:04,05/31/24,SUSPENDIDO,"1/2""",Agua Potable
CT-00015772,06-20-287-0861-000,JUAN FRANCISCO ASENJO,5946280 CBBA,Residencial,R3,68:4E:AA:CA:4F:E0,06/10/18,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00015780,04-10-008-4421-000,YAIZA PRAT ANGUITA,4346504 CBBA,Preferencial,P,92:80:97:F3:69:F2,03/25/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00015792,05-10-162-6119-000,GONZALO FERRANDO GRANDE,8678724 CBBA,Residencial,R3,27:8A:32:63:17:D9,02/25/14,CORTADO,"2""",Solo Agua
CT-00015818,06-13-297-7254-000,MÃ¡XIMA LUCAS DÃ­AZ,2338527 CBBA,Residencial,R3,C9:8D:D4:47:B2:93,01/19/16,ACTIVO,"1 1/2""",Agua Potable
CT-00015837,02-09-760-4401-000,PRIMITIVA MATE-BOIX,5991037 CBBA,Residencial,R2,C2:1F:A8:C8:FC:84,03/13/24,MOROSO,"1/2""",Agua + Alcantarillado
CT-00015860,04-05-478-7809-000,ANDREA CAMPO CASTRO,5420878 CBBA,Residencial,R1,B8:D5:95:07:16:D7,05/20/12,MOROSO,"1/2""",Agua Potable
CT-00015877,02-18-501-8698-000,CLEMENTE ALBERTO MARÃ­,3109146 CBBA,Residencial,R2,CC:36:49:4F:0C:24,10/17/24,ACTIVO,"1/2""",Agua Industrial
CT-00015886,15-01-991-3571-000,JAVIER PINEDO BÃ¡RCENA,9193874 CBBA,Preferencial,P,B1:C0:2E:0E:67:A5,10/18/20,MOROSO,"3/4""",Agua + Alcantarillado
CT-00015896,08-02-058-4804-000,FERMÃ­N RINCÃ³N-PUIG,8571018 CBBA,Preferencial,P,95:EE:5C:C7:C0:0A,09/06/17,ACTIVO,"1/2""",Agua Potable
CT-00015913,15-02-350-7413-000,XAVIER GOMEZ BARROSO,6968779 CBBA,Residencial,R2,13:08:DC:6B:E1:97,11/23/19,MOROSO,"1/2""",Agua Potable
CT-00015916,15-11-409-8319-000,IRENE AMORES ROLDÃ¡N,1046916 CBBA,Residencial,R2,07:6A:30:1B:A7:9E,08/18/15,MOROSO,"1/2""",Agua Potable
CT-00015917,11-12-538-8064-000,AITANA BRIONES CABRERO,5733273 CBBA,Residencial,R4,15:BF:12:50:51:E3,04/08/26,ACTIVO,"1/2""",Solo Agua
CT-00015925,09-18-263-5768-000,BORJA CALDERON SALOM,9791290 CBBA,Comercial Especial,CE,CC:3A:8C:81:50:87,06/06/20,ACTIVO,"1/2""",Solo Agua
CT-00015977,09-14-669-1264-000,PRUDENCIA DEL SIMÃ³,4611930 CBBA,Industrial,I,AC:C0:AF:99:35:2D,09/20/25,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00016000,03-06-705-4351-000,CALISTA GODOY BATLLE,5469283 CBBA,Preferencial,P,85:00:ED:4D:03:01,08/26/24,ACTIVO,"1/2""",Solo Agua
CT-00016011,02-04-821-9987-000,CARLOTA MANZANARES CAPDEVILA,3499389 CBBA,Residencial,R2,64:98:A5:66:EB:07,08/21/14,ACTIVO,"1""",Agua Potable
CT-00016017,04-14-165-1682-000,CANDELARIA CRIADO BERNAD,8666759 CBBA,Residencial,R4,ED:5A:08:59:96:1E,03/15/17,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00016034,06-06-255-9781-000,LUCIO SOLER,1795887 CBBA,Residencial,R3,1C:9D:1F:5D:82:38,07/24/12,ACTIVO,"1/2""",Agua Potable
CT-00016067,03-20-472-0043-000,BENITO MACHADO HIGUERAS,9927291 CBBA,Preferencial,P,E4:11:6E:86:D0:6A,11/15/14,ACTIVO,"1""",Solo Agua
CT-00016195,09-05-520-1334-000,DARÃ­O LLOPIS DAZA,4084969 CBBA,Residencial,R3,D0:A4:53:C6:85:56,01/18/22,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00016199,09-18-131-0771-000,JORDI ESTRADA ESTRADA,6447257 CBBA,Residencial,R2,7A:92:F1:7F:51:3B,08/25/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016202,08-09-244-7593-000,FABRICIO DEL BARROS,9333902 CBBA,Residencial,R3,A1:9A:63:C3:BE:A2,10/27/17,ACTIVO,"1/2""",Agua Potable
CT-00016205,12-16-624-6581-000,CARMEN FOLCH FARRÃ©,6099427 CBBA,Residencial,R4,28:F0:EC:11:92:09,12/20/11,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016207,13-01-411-0172-000,JAVIERA SOBRINO RODRÃ­GUEZ,3794191 CBBA,Residencial,R1,EA:4C:FE:06:5E:1D,04/05/14,ACTIVO,"1/2""",Agua Potable
CT-00016238,15-01-118-6007-000,ALFONSO ESTEVEZ TEJADA,4469114 CBBA,Social,S,0E:B5:B0:6D:92:3F,07/12/16,CORTADO,"1/2""",Agua + Alcantarillado
CT-00016245,04-01-877-2515-000,ROSALÃ­A JULIE ROJAS PUJADAS,1300111 CBBA,Residencial,R1,0E:DF:05:19:E5:5F,05/05/21,ACTIVO,"1 1/2""",Agua Potable
CT-00016252,01-05-144-8149-000,RAÃºL ROCAMORA MÃ¡RQUEZ,6536620 CBBA,Residencial,R3,1B:39:8A:B9:80:70,07/08/16,ACTIVO,"1/2""",Agua Industrial
CT-00016253,13-14-998-3310-000,ABRIL PELÃ¡EZ-DÃ¡VILA,7127836 CBBA,Comercial,C,1F:B2:17:FD:81:13,04/28/18,ACTIVO,"1/2""",Agua Potable
CT-00016257,02-12-331-9790-000,LEOCADIA ISABELA ESCRIVÃ¡ CASES,4744543 CBBA,Comercial,C,B4:14:C0:F3:FA:15,11/26/25,ACTIVO,"1""",Agua + Alcantarillado
CT-00016266,06-12-726-3423-000,PONCIO GUADALUPE CHAVES CASTRILLO,5836649 CBBA,Comercial,C,84:76:5B:14:E2:3D,10/14/11,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00016284,02-10-187-2151-000,FELICIDAD ROBLEDO MIRANDA,9789679 CBBA,Comercial,C,6C:66:C2:41:23:62,11/14/17,INACTIVO,"1/2""",Agua Potable
CT-00016298,10-07-733-8179-000,ESTEBAN SAMUEL TEJEDOR AZNAR,8538997 CBBA,Comercial,C,DE:86:17:DA:1D:82,10/15/19,MOROSO,"1/2""",Agua + Alcantarillado
CT-00016315,10-10-235-5322-000,CONCHA DEL HIGUERAS,3992452 CBBA,Residencial,R2,F1:64:D7:15:05:31,03/08/23,SUSPENDIDO,"3/4""",Agua Potable
CT-00016328,11-20-231-3578-000,YÃ©SICA ROBERTA EGEA BLASCO,6766337 CBBA,Residencial,R2,4D:F0:02:27:25:BC,12/17/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016333,04-01-432-2194-000,RÃ³MULO TORRENTS ANDRÃ©S,6668882 CBBA,Residencial,R3,DD:FD:DF:C7:FD:F3,11/02/14,ACTIVO,"1""",Agua Potable
CT-00016343,06-17-786-6701-000,FABRICIO SEVE ESPADA GOICOECHEA,9123473 CBBA,Residencial,R4,F2:97:57:8B:04:5E,03/21/25,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00016406,12-17-964-8994-000,OVIDIO PORTA-SALVADOR,9811939 CBBA,Residencial,R2,B8:6F:27:5D:68:20,04/30/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016414,03-06-228-6005-000,ABILIO BENITEZ ARÃ©VALO,4162396 CBBA,Residencial,R2,A9:CF:0C:AB:4B:1E,09/26/16,ACTIVO,"3/4""",Agua Potable
CT-00016428,07-08-224-7897-000,FLAVIA GELABERT,7185379 CBBA,Residencial,R4,AF:3B:1C:85:FE:78,08/28/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016435,14-17-578-0292-000,ENCARNACIÃ³N QUINTERO GARRIGA,9892053 CBBA,Residencial,R3,60:3B:DB:97:0C:67,05/17/20,ACTIVO,"1/2""",Agua Potable
CT-00016481,15-16-055-8279-000,GERTRUDIS TORRECILLA LUNA,8100762 CBBA,Residencial,R4,48:AE:9A:14:00:E7,11/29/16,ACTIVO,"1/2""",Agua Potable
CT-00016491,06-05-939-6482-000,MAXI DAVID SOBRINO TAPIA,3889758 CBBA,Residencial,R2,E9:22:38:41:8D:B8,10/10/15,CORTADO,"1/2""",Agua Potable
CT-00016505,09-03-065-9788-000,GASPAR BERENGUER CARPIO,7264360 CBBA,Residencial,R3,74:4F:12:84:73:4B,09/12/17,MOROSO,"1/2""",Agua + Alcantarillado
CT-00016509,09-04-148-9785-000,CECILIA SOLANA,9108068 CBBA,Residencial,R4,A0:03:E2:E5:AB:17,02/02/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016518,15-12-569-4944-000,MARÃ­A MANUELA VALLÃ©S,6351078 CBBA,Residencial,R1,4C:25:84:11:F5:2B,07/23/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016525,04-19-203-2989-000,NURIA TEJEDOR AVILÃ©S,2323260 CBBA,Preferencial,P,4C:5F:BA:60:69:3F,04/21/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016535,15-12-899-3590-000,ROBERTO VERGARA RIPOLL,7409413 CBBA,Residencial,R4,D1:8C:F6:F2:4B:F8,08/19/16,ACTIVO,"1""",Solo Agua
CT-00016575,08-08-257-5926-000,LUISINA GUILLÃ©N IGLESIA,4236370 CBBA,Residencial,R2,38:2A:FA:32:8E:AF,07/22/12,MOROSO,"3/4""",Agua Potable
CT-00016586,06-17-411-7115-000,GRACIANO MARTIN,9932910 CBBA,Residencial,R1,2D:6C:88:0D:9E:FC,08/14/23,MOROSO,"3/4""",Agua Potable
CT-00016591,03-04-027-5314-000,SABINA ROIG,8278090 CBBA,Residencial,R3,82:52:BC:0C:2C:9B,04/26/23,ACTIVO,"3/4""",Solo Agua
CT-00016607,02-10-173-0941-000,GLAUCO AYUSO URÃ­A,1988967 CBBA,Residencial,R3,E0:34:14:6B:1F:6D,05/15/16,SUSPENDIDO,"1/2""",Agua Potable
CT-00016620,02-10-365-2522-000,LUPE MALDONADO BAUTISTA,1126627 CBBA,Social,S,37:29:CA:51:A3:84,02/03/25,MOROSO,"3/4""",Agua Potable
CT-00016632,12-07-379-5748-000,MIREIA MICAELA MANUEL ABAD,3431243 CBBA,Residencial,R1,5E:5D:DA:67:4F:C4,01/09/23,ACTIVO,"1/2""",Agua Potable
CT-00016634,08-06-015-4670-000,REINA VERGARA FERRER,7456312 CBBA,Residencial,R2,2B:00:C4:7E:14:D4,12/09/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016641,08-18-632-2623-000,FELIPE TRUJILLO,4010478 CBBA,Residencial,R2,1F:1C:F9:C5:3D:34,08/29/21,ACTIVO,"1/2""",Agua Potable
CT-00016645,01-08-639-5599-000,DAMIÃ¡N VELASCO REAL,9672066 CBBA,Social,S,92:10:21:3B:24:F5,04/06/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016648,10-06-517-4234-000,AMÃ­LCAR EDGARDO MERCADER ROMA,7290676 CBBA,Residencial,R1,F1:10:0E:57:BF:DE,06/11/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016652,12-07-945-6436-000,JOSÃ© CABEZA-GIRONA,2126615 CBBA,Residencial,R4,69:11:E6:28:83:64,03/08/20,ACTIVO,"1/2""",Agua Potable
CT-00016654,04-07-531-1966-000,FABIÃ¡N MIRANDA LOPEZ,9071505 CBBA,Residencial,R3,85:7E:94:CA:88:A7,01/31/18,ACTIVO,"1""",Agua Potable
CT-00016678,08-06-500-3924-000,MARCIAL ISIDORO BARRIO MARIÃ±O,7416717 CBBA,Industrial,I,1A:7F:8A:65:66:C4,05/17/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016679,10-10-893-5038-000,MAURICIO ACERO-GALVEZ,4046006 CBBA,Residencial,R2,85:F7:72:46:F0:33,07/11/20,CORTADO,"1/2""",Agua Potable
CT-00016700,09-18-131-0771-000,ADORA AGUSTÃ­N BERTRÃ¡N,2816223 CBBA,Residencial,R4,6F:C6:3F:FA:2C:59,02/02/20,MOROSO,"3/4""",Agua Potable
CT-00016703,14-04-801-3449-000,CARMEN CODINA ARRIETA,4440893 CBBA,Residencial,R2,40:DD:46:CC:6B:10,06/24/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016705,05-15-902-1677-000,FLOR DIEGO BORRÃ¡S,6040785 CBBA,Residencial,R4,1D:C6:23:12:94:47,04/16/24,ACTIVO,"2""",Agua Potable
CT-00016738,13-01-985-1996-000,LORENZO BAYO,5483680 CBBA,Residencial,R2,5A:7E:9C:1F:14:6F,06/09/24,ACTIVO,"1/2""",Agua Potable
CT-00016741,12-12-752-3124-000,PACÃ­FICA INIESTA SEVILLA,3723120 CBBA,Residencial,R2,E7:A8:54:49:A1:CA,04/30/20,ACTIVO,"1""",Agua Potable
CT-00016746,15-18-903-5067-000,ANI DIAZ HERRERA,5329944 CBBA,Residencial,R1,88:ED:B0:99:31:B5,02/16/16,MOROSO,"1/2""",Agua + Alcantarillado
CT-00016785,09-07-200-4207-000,RAMIRO PIÃ±A NEIRA,7271187 CBBA,Residencial,R4,D2:BC:32:20:A8:DA,01/02/22,ACTIVO,"1/2""",Agua Potable
CT-00016804,03-13-809-5587-000,FABIOLA DEL FERRANDO,1206612 CBBA,Residencial,R1,A0:3C:10:F5:C5:CE,07/04/21,ACTIVO,"1/2""",Agua Potable
CT-00016808,09-13-900-4155-000,AMÃ­LCAR BARRANCO ARANA,5751763 CBBA,Residencial,R3,5C:B5:A2:5B:8C:A2,09/25/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016843,08-02-631-0328-000,ROBERTA AMORÃ³S,6608575 CBBA,Comercial,C,56:94:5F:62:79:20,01/31/16,ACTIVO,"1/2""",Agua Potable
CT-00016844,03-03-708-4649-000,VALENTÃ­N CECILIO BARRIGA MURILLO,4797875 CBBA,Industrial,I,5C:D7:93:A6:5B:65,01/18/16,ACTIVO,"1/2""",Agua Potable
CT-00016847,03-16-197-7444-000,ALEXANDRA LLADÃ³ LOSA,1890381 CBBA,Residencial,R1,A7:B1:85:BF:C5:60,04/03/26,ACTIVO,"1/2""",Agua Potable
CT-00016853,12-16-066-1203-000,XIOMARA GINER FERRÃ¡NDEZ,6955888 CBBA,Residencial,R4,46:E5:A2:24:4F:1B,11/19/22,ACTIVO,"1/2""",Agua Potable
CT-00016865,02-20-738-5265-000,ANGELITA PASTOR PONT,7186734 CBBA,Residencial,R2,0F:DF:2F:17:0D:62,07/04/18,ACTIVO,"1/2""",Agua Potable
CT-00016879,03-07-997-8553-000,LOPE BARRIOS,8002344 CBBA,Industrial,I,45:16:62:9A:3E:1B,06/13/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016887,14-14-132-0045-000,ADELA MARÃ­N MACHADO,3684578 CBBA,Residencial,R1,3B:11:B0:4F:FC:85,11/29/11,ACTIVO,"1/2""",Agua Potable
CT-00016894,14-16-317-9748-000,MANUEL BONILLA PIÃ±A,7948778 CBBA,Comercial Especial,CE,9B:D4:EE:3F:84:6D,03/08/18,ACTIVO,"1/2""",Agua Potable
CT-00016898,01-07-365-4752-000,SILVIO ALEGRE LAGUNA,4923079 CBBA,Residencial,R3,AD:A2:BE:1E:6A:07,04/17/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016903,10-15-231-9254-000,PACO MANUEL FELIU PONS,2664828 CBBA,Industrial,I,82:9F:F8:F9:F3:DC,10/13/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016906,03-10-713-3126-000,VALERIO VÃ¡ZQUEZ CASTRILLO,9103110 CBBA,Residencial,R3,C1:DF:E6:55:54:16,02/24/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016915,06-13-103-3520-000,LUPE OROZCO-MORA,5136304 CBBA,Residencial,R1,8C:6E:ED:00:7B:D5,01/18/23,CORTADO,"1""",Solo Agua
CT-00016919,13-04-965-6612-000,CONSTANZA JESUSA ABELLA CUERVO,3014723 CBBA,Residencial,R4,62:03:2F:0E:AC:98,02/07/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016923,02-19-925-9068-000,LUCIANO VICENTE IBARRA,9729820 CBBA,Comercial,C,34:BF:63:4C:38:EF,10/07/19,ACTIVO,"1/2""",Agua Potable
CT-00016929,11-14-833-7226-000,ULISES ASDRUBAL VALERA ORTEGA,7639867 CBBA,Comercial,C,96:E2:4B:6D:8E:6E,06/16/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016934,15-19-954-6856-000,ANDRÃ©S FELIPE GREGORIO FLOR LARREA,5016791 CBBA,Residencial,R2,49:0E:B9:73:AD:BA,12/10/22,ACTIVO,"1/2""",Agua Potable
CT-00016958,11-02-654-5980-000,PRUDENCIA REQUENA-CORTES,6095534 CBBA,Residencial,R1,E6:83:82:ED:8F:F0,07/06/20,ACTIVO,"1""",Agua + Alcantarillado
CT-00016959,01-01-897-2312-000,ALE PUERTA GRANADOS,4872378 CBBA,Residencial,R2,45:EC:61:A4:C9:C6,03/22/16,MOROSO,"1/2""",Agua Potable
CT-00016960,04-16-040-4402-000,AURORA EVA CASTRILLO POLO,5835450 CBBA,Residencial,R4,78:B1:C3:8C:05:04,03/30/14,CORTADO,"1/2""",Agua Potable
CT-00016963,04-05-478-7809-000,ANDREA CAMPO CASTRO,5420878 CBBA,Residencial,R4,43:FA:5D:7B:B0:0C,05/13/22,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00016967,08-17-698-2089-000,ROSARIO ZABALA SALAZAR,1732480 CBBA,Residencial,R4,F4:C6:19:9D:D9:7B,09/10/14,MOROSO,"3/4""",Agua + Alcantarillado
CT-00016974,14-18-648-9900-000,PACO MARQUEZ LLANOS,5448827 CBBA,Comercial,C,65:D6:FB:F7:78:6C,07/04/22,MOROSO,"1/2""",Agua Potable
CT-00016982,15-09-641-2420-000,ROSA GUERRERO BAUTISTA,3358291 CBBA,Industrial,I,3C:4C:BC:4C:E6:8C,07/03/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00016986,12-18-379-1203-000,MARÃ­A CARMEN DE CALZADA,9931084 CBBA,Residencial,R4,42:08:57:87:42:A8,02/22/18,CORTADO,"3/4""",Agua Potable
CT-00016992,09-05-738-7002-000,CESAR REYNALDO MIRALLES PLANAS,2436204 CBBA,Residencial,R1,D8:76:8B:5B:5F:6E,12/31/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017002,05-20-145-3175-000,LORETO GONZALO PARRA,3981733 CBBA,Residencial,R2,A9:47:8C:A3:DA:28,03/19/15,MOROSO,"3/4""",Agua + Alcantarillado
CT-00017016,14-06-139-6349-000,SEBASTIÃ¡N CORTÃ©S COMPANY,7651757 CBBA,Social,S,89:57:67:1D:1D:BD,05/04/17,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00017028,08-06-918-9125-000,APOLONIA NOGUERA HOZ,4815097 CBBA,Preferencial,P,33:EB:6D:76:52:BE,04/04/25,ACTIVO,"3/4""",Agua Potable
CT-00017029,11-05-722-7836-000,GERÃ³NIMO DEL PLANA,6849432 CBBA,Residencial,R2,19:4D:5D:88:01:C5,09/21/22,SUSPENDIDO,"1""",Agua Potable
CT-00017036,05-14-009-8261-000,TEÃ³FILA DE ALMAZÃ¡N,8261089 CBBA,Residencial,R2,1B:DD:2D:3A:67:3D,04/27/13,ACTIVO,"1/2""",Solo Agua
CT-00017070,15-10-413-7183-000,AMARILIS BERTRÃ¡N,1145235 CBBA,Residencial,R2,04:54:05:4C:31:A6,05/13/25,ACTIVO,"2""",Agua Potable
CT-00017078,05-07-466-9049-000,CASANDRA LEAL HERRERA,2535525 CBBA,Residencial,R2,6A:1E:05:E5:51:BC,12/14/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017083,12-13-421-8344-000,RUTH MENA HIERRO,3223054 CBBA,Residencial,R1,69:2E:8C:79:B1:61,04/17/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017087,05-12-366-2763-000,PIEDAD NARVÃ¡EZ HERRANZ,1831423 CBBA,Residencial,R3,E3:73:B8:8D:21:76,10/05/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017092,04-05-278-5451-000,AZUCENA PEDRO,7589798 CBBA,Residencial,R3,2B:ED:64:F5:E1:4C,10/16/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017106,15-20-787-2188-000,SEBASTIÃ¡N PEREZ,7993983 CBBA,Comercial,C,88:AD:E3:19:8D:09,10/22/25,ACTIVO,"1""",Agua Potable
CT-00017126,02-17-207-0201-000,MARCIANO BATALLA CHACÃ³N,4688986 CBBA,Residencial,R3,E3:EB:10:6F:F5:29,03/09/26,MOROSO,"1/2""",Agua Potable
CT-00017128,06-08-348-9594-000,FLORINDA CABRERO MANSO,7461969 CBBA,Residencial,R2,A5:48:28:92:6F:AD,04/27/14,MOROSO,"1/2""",Agua + Alcantarillado
CT-00017138,14-12-747-8499-000,PÃ¡NFILO LEAL SEDANO,6547359 CBBA,Residencial,R1,51:5F:96:F1:92:F1,02/27/20,ACTIVO,"3""",Solo Agua
CT-00017173,07-04-779-3780-000,ALFREDO MIRANDA HIERRO,7038434 CBBA,Residencial,R1,86:98:E9:BB:48:75,05/31/11,ACTIVO,"1/2""",Solo Agua
CT-00017210,01-15-356-1164-000,CONSUELA DIEZ ABELLA,5863322 CBBA,Residencial,R4,9F:FA:25:52:F3:A8,09/23/17,CORTADO,"1/2""",Agua Potable
CT-00017236,14-20-576-1453-000,LOLA AZORIN,3208806 CBBA,Social,S,82:41:D5:C7:B9:AD,03/24/13,ACTIVO,"1/2""",Agua Potable
CT-00017258,09-13-595-5201-000,HORTENSIA TUR,9917261 CBBA,Residencial,R1,E4:16:FE:02:1A:5A,12/30/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017267,11-14-077-3764-000,OVIDIO SANTOS,1582606 CBBA,Residencial,R4,B0:34:45:60:4A:46,05/30/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017272,04-02-449-1318-000,ROSA VELASCO CASTILLO,7322053 CBBA,Residencial,R4,B6:75:F3:4E:34:CF,10/16/19,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00017273,04-06-078-8487-000,EMILIANO DEL ALCALÃ¡,5052210 CBBA,Residencial,R1,B8:C8:A6:79:C6:63,10/19/15,CORTADO,"1/2""",Agua Potable
CT-00017314,11-07-966-7447-000,MAXI ORTUÃ±O COLOM,7253013 CBBA,Residencial,R4,85:F7:16:0D:D8:DA,11/20/25,ACTIVO,"1/2""",Agua Potable
CT-00017335,03-15-321-9715-000,ELBA DE ALBA,8045912 CBBA,Residencial,R4,52:1C:32:A7:F7:D5,03/27/13,ACTIVO,"1/2""",Solo Agua
CT-00017368,02-06-873-0151-000,EMIGDIO PRIEGO-PORRAS,9585345 CBBA,Residencial,R4,A5:86:41:C8:C9:54,01/22/21,ACTIVO,"1/2""",Agua Potable
CT-00017377,03-16-616-9160-000,ASUNCIÃ³N AGUILAR,8989026 CBBA,Residencial,R4,77:86:C9:C8:24:17,01/26/13,ACTIVO,"1""",Agua Potable
CT-00017388,11-01-809-7324-000,ÃLVARO OLIVERAS TABOADA,5976184 CBBA,Comercial,C,F1:FD:CF:01:CC:6B,10/31/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017392,02-05-121-0675-000,SALOMÃ© DEL PORTERO,8762056 CBBA,Residencial,R2,28:3F:7F:3F:2D:17,11/13/11,ACTIVO,"1/2""",Agua Industrial
CT-00017396,08-19-319-9806-000,PANCHO NEBOT QUESADA,1007247 CBBA,Comercial,C,5F:0A:BE:20:8C:DF,01/14/12,ACTIVO,"1/2""",Agua Potable
CT-00017403,12-14-081-5998-000,RAIMUNDO CABALLERO MONTERO,5232030 CBBA,Residencial,R2,E0:5E:3A:DA:6F:C0,11/03/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00017408,15-02-194-5738-000,MANUELITA ANGULO GARCIA,2416105 CBBA,Residencial,R1,2F:02:41:E9:71:70,09/29/23,ACTIVO,"3/4""",Agua + Alcantarillado
